ObjectID,Meter Number,Status,Pay By Cell Number,Meter_Hours,Parking_Facility_Name,Facility,Borough,On_Street,Side_of_Street,From_Street,To_Street,Latitude,Longitude,X,Y,Location,Zip Codes,Community Districts,Borough Boundaries,City Council Districts,Police Precincts
11750,1083076,Active,113091,2HR Pas Mon-Sat 0900-1900,,On Street,Manhattan,West 85 Street,N,Amsterdam Avenue,Broadway,40.7875051180999,-73.9765950135923,990731.235713214,226187.112964138,POINT (-73.976595013592 40.7875051181),12421,20,4,19,12
9857,1443404,Active,106172,3HR Com Mon-Fri 0800-1800,,On Street,Manhattan,West 30 Street,N,Broadway,5 Avenue,40.7461997160805,-73.9869404709221,987868.647606388,211137.590897888,POINT (-73.986940470922 40.746199716081),11722,11,4,51,8
15368,2083108,Active,215851,2 HR Pas Mon-Sat 0900-1900,,On Street,Bronx,White Plains Road E Roadway,W,East 214 Street,East 215 Street,40.8801881926653,-73.8648196544519,1021631.59385988,259982.966632143,POINT (-73.864819654452 40.880188192665),11605,29,5,2,30
15414,2073094,Active,207527,2 HR Pas Mon-Sat 0830-1900,,On Street,Bronx,East Gunhill Road,S,Putnam Place,Reservoir Place,40.8793709288216,-73.8751329565255,1018780.0697073,259680.97182931,POINT (-73.875132956525 40.879370928822),11605,24,5,40,34
710,1074872,Active,107210,2HR Pas Mon-Sat 0800-1900,,On Street,Manhattan,East 66 Street  S Roadway,N,3 Avenue,2 Avenue,40.7657058896101,-73.9630186358349,994494.116638884,218246.217100561,POINT (-73.963018635835 40.76570588961),10090,23,4,51,11
1197,4152157,Active,428922,4HR Pas Mon-Sat 0800-2000,,On Street,Queens,Borden Avenue*PRK Area,E,Borden Avenue*N Roadway,Borden Avenue*S Roadway,40.741977164829,-73.9579941427178,995890.084647477,209601.701909304,POINT (-73.957994142718 40.741977164829),16858,53,3,33,66
8388,4103006,Active,457527,2 HR Pas Mon-Sat 0830-1900,,On Street,Queens,Beach 116 Street*W Roadway,E,Rockaway Beach Boulevard,Boardwalk,40.5790168979661,-73.8367443961223,1029599.77018072,150270.165716976,POINT (-73.836744396122 40.579016897966),20532,51,3,41,58
1090,4512447,Active,430774,2 HR Pas Mon-Fri 0730-1900,,On Street,Queens,Main Street*W Roadway,W,69 Road,Jewel Avenue,40.7303918242166,-73.8237940621526,1033086.22219731,205427.124628559,POINT (-73.823794062153 40.730391824217),14509,25,3,24,65
15363,2083101,Active,217558,2 HR Pas Mon-Sat 0900-1900,,On Street,Bronx,White Plains Rd W Roadway,E,East 214 Street,East 213 Street,40.8795897379535,-73.8652698720662,1021507.43006623,259764.734128982,POINT (-73.865269872066 40.879589737954),11605,29,5,2,30
15321,3123240,Active,314037,2 HR Pas Mon-Sat 0800-1900,,On Street,Brooklyn,3 Avenue *E Roadway,W,43 Street,42 Street,40.6517575243549,-74.0099926549206,981477.223381385,176729.380843058,POINT (-74.009992654921 40.651757524355),13515,9,2,7,45
8389,4103005,Active,457527,2 HR Pas Mon-Sat 0830-1900,,On Street,Queens,Beach 116 Street*W Roadway,E,Rockaway Beach Boulevard,Boardwalk,40.5793951915766,-73.8369612122204,1029539.28572164,150407.875087231,POINT (-73.83696121222 40.579395191577),20532,51,3,41,58
15403,1433480,Active,106078,3HR Com Mon-Fri 1000-1600 /5HR Pas Mon-Fri 1900-2400 /5HR Pas Sat 0800-2400,,On Street,Manhattan,East 50 Street,S,Madison Avenue,Park Avenue,40.7574675576099,-73.9747769156357,991237.848873228,215243.565953642,POINT (-73.974776915636 40.75746755761),12419,11,4,51,10
8172,4152053,Active,422057,2 HR Pas Mon-Sat 0900-1900,,On Street,Queens,Jackson Avenue,N,45 Avenue *W Roadway,23 Street,40.7464341654351,-73.9443593529631,999667.337919727,211227.63500914,POINT (-73.944359352963 40.746434165435),16858,53,3,33,66
15401,1433474,Active,106772,3HR Com Mon-Fri 1000-1600 /5HR Pas Mon-Fri 1900-2400 /5HR Pas Sat 0800-2400,,On Street,Manhattan,West 50 Street,S,7 Avenue,6 Avenue,40.7602885443977,-73.9814761415726,989381.665905803,216270.88017197,POINT (-73.981476141573 40.760288544398),12082,11,4,51,10
13198,2303007,Active,222611,2 HR Pas Mon-Sat 0900-1900,,On Street,Bronx,East Avenue,W,Yankee Mall,Parkchester Road*S Roadway,40.8360036582082,-73.8605413137173,1022840.31683613,243886.713719726,POINT (-73.860541313717 40.836003658208),11271,58,5,31,26
15199,3853003,Active,342847,15 HR Pas Mon-Sat 0600-2200,West Brighton Avenue,Off Street,Brooklyn,West Brighton Avenue *N Roadway,S,West 2 Street,West 3 Street,40.5765102322409,-73.9707365070721,992379.235369965,149316.023596391,POINT (-73.970736507072 40.576510232241),18184,21,2,15,35
15319,3123238,Active,336984,2 HR Pas Mon-Sat 0800-1900,,On Street,Brooklyn,3 Avenue *E Roadway,W,36 Street,37 Street,40.655418120803,-74.006879520588,982341.165223047,178062.954291388,POINT (-74.006879520588 40.655418120803),13515,9,2,7,45
12448,4103001,Active,456958,2 HR Pas Mon-Sat 0830-1900,,On Street,Queens,Beach 116 Street*W Roadway,E,Newport Avenue,Rockaway Beach Boulevard,40.5811291054744,-73.8379718825924,1029257.37125923,151039.061160803,POINT (-73.837971882592 40.581129105474),20532,51,3,41,58
8387,4103007,Active,457527,2 HR Pas Mon-Sat 0830-1900,,On Street,Queens,Beach 116 Street*W Roadway,E,Rockaway Beach Boulevard,Boardwalk,40.5787390647387,-73.8365851594522,1029644.19233598,150169.026811644,POINT (-73.836585159452 40.578739064739),20532,51,3,41,58
15317,3123235,Active,310798,2 HR Pas Mon-Sat 0800-1900,,On Street,Brooklyn,3 Avenue *W Roadway,W,33 Street,34 Street,40.6570245113525,-74.0052206788396,982801.472701386,178648.175233811,POINT (-74.00522067884 40.657024511353),13515,9,2,7,45
1070,4512454,Active,455557,2 HR Pas Mon-Fri 0800-1900,,On Street,Queens,Main Street*MN Roadway,W,72 Avenue,72 Road,40.726281359034,-73.8216921543905,1033671.82240406,203930.736217141,POINT (-73.82169215439 40.726281359034),14509,25,3,24,65
15396,1403172,Active,103123,3HR Com Mon-Sat 0700-1800 /6 HR Pas Sat 1800-2400,,On Street,Manhattan,West 50 Street,S,9 Avenue,8 Avenue,40.7631997090279,-73.9883834424054,987467.995192468,217331.183825642,POINT (-73.988383442405 40.763199709028),12081,12,4,10,10
8386,4103008,Active,457527,2 HR Pas Mon-Sat 0830-1900,,On Street,Queens,Beach 116 Street*W Roadway,E,Rockaway Beach Boulevard,Boardwalk,40.5784281081318,-73.8364069392935,1029693.91074046,150055.830187649,POINT (-73.836406939293 40.578428108132),20532,51,3,41,58
1069,4512458,Active,457008,2 HR Pas Mon-Fri 0800-1900,,On Street,Queens,Main Street*MN Roadway,W,72 Road,72 Drive,40.7257207748411,-73.8214051380297,1033751.79140422,203726.66050981,POINT (-73.82140513803 40.725720774841),14509,25,3,24,65
708,1074874,Active,107210,2HR Pas Mon-Sat 0800-1900,,On Street,Manhattan,East 66 Street  S Roadway,N,3 Avenue,2 Avenue,40.7651011390631,-73.961595739656,994888.366178468,218026.056123555,POINT (-73.961595739656 40.765101139063),10090,23,4,51,11
6510,2262734,Active,213605,4HR Pas Mon-Sat 0800-2000,,On Street,Bronx,Manhattan College PKWY*MN Roadway,S,Manhattan College Parkway,Broadway,40.890572358031,-73.8981901072393,1012399.22748214,263753.851150721,POINT (-73.898190107239 40.890572358031),11609,48,5,40,33
14728,3353028,Active,327823,2 HR Pas Mon-Sat 0830-1900,,On Street,Brooklyn,Myrtle Avenue*N Roadway,S,Hall Street,Grand Avenue,40.6934415849395,-73.9655089166991,993814.656711727,191917.797316566,POINT (-73.965508916699 40.69344158494),17212,68,2,48,55
15408,2073097,Active,215008,2 HR Pas Mon-Sat 0900-1900,,On Street,Bronx,East Gunhill Road,N,Perry Avenue,Putnam Place,40.879337803407,-73.8746560678748,1018911.9631443,259669.091275647,POINT (-73.874656067875 40.879337803407),11605,24,5,40,34
15415,4443180,Active,462167,2 HR Pas Mon-Sat 0900-1900,,On Street,Queens,100 Street,E,133 Avenue,Rockaway Boulevard,40.6794810819472,-73.839227682958,1028842.77661598,186870.618434563,POINT (-73.839227682958 40.679481081947),24013,62,3,41,64
15412,4153033,Active,425037,2 HR Pas Mon-Sat 0900-1900,,On Street,Queens,Center boulevard,E,54 Avenue,Borden Avenue,40.7419692101142,-73.9601022363564,995305.920133382,209598.530655816,POINT (-73.960102236356 40.741969210114),16858,53,3,33,66
6509,2262733,Active,204043,4HR Pas Mon-Sat 0800-2000,,On Street,Bronx,Manhattan College Parkway,E,Manhattan College PKWY*MN Roadway,West 242 Street,40.8905800872828,-73.8984297276812,1012332.97203723,263756.590318471,POINT (-73.898429727681 40.890580087283),11609,48,5,40,33
15318,3123237,Active,314224,2 HR Pas Mon-Sat 0800-1900,,On Street,Brooklyn,3 Avenue *W Roadway,W,35 Street,36 Street,40.6559727189607,-74.0063071250755,982500.000207216,178264.997850567,POINT (-74.006307125075 40.655972718961),13515,9,2,7,45
15404,2083111,Active,213858,2 HR Pas Mon-Sat 0900-1900,Ferry Terminal #3,On Street,Bronx,East 232 Street,S,Barnes Avenue,White Plains Road,40.8926304236024,-73.8574753442303,1023655.14788364,264519.387021229,POINT (-73.85747534423 40.892630423602),11275,29,5,2,30
15365,2083107,Active,211340,2 HR Pas Mon-Sat 0900-1900,,On Street,Bronx,White Plains Road E Roadway,W,East 215 Street,East 216 Street,40.881092998664,-73.8642414903338,1021790.96329181,260312.870499894,POINT (-73.864241490334 40.881092998664),11605,29,5,2,30
7689,3631595,Active,313593,2 HR Pas Mon-Sat 0900-1700,,On Street,Brooklyn,West 6 Street W Roadway.,W,Neptune Avenue,Sheepshead Bay Road,40.5794154300187,-73.9749645054617,991204.418493882,150374.09529914,POINT (-73.974964505462 40.579415430019),18184,21,2,15,35
7331,2193004,Active,204293,2 HR Pas Mon-Sat 0800-1900,,On Street,Bronx,East Mt. Eden Avenue N Roadway,N,Grand Concourse,Walton Avenue,40.8435732630686,-73.9125972683997,1008432.90536231,246625.949382976,POINT (-73.9125972684 40.843573263069),10930,50,5,29,27
15366,2083109,Active,217557,2 HR Pas Mon-Sat 0900-1900,,On Street,Bronx,White Plains Road E Roadway,E,East 215 Street,East 214 Street,40.8802095553327,-73.865002320509,1021581.06902656,259990.671997309,POINT (-73.865002320509 40.880209555333),11605,29,5,2,30
1304,3631592,Active,302225,2 HR Pas Mon-Sat 0900-1700,,On Street,Brooklyn,West 6 Street E Roadway.,W,Sheepshead Bay Road,Neptune Avenue,40.5793789575025,-73.9747692452798,991258.662151799,150360.823015973,POINT (-73.97476924528 40.579378957503),18184,21,2,15,35
15367,2083099,Active,203460,2 HR Pas Mon-Sat 0900-1900,,On Street,Bronx,White Plains Rd E Roadway,W,East 212 Street,East 213 street,40.8791375953599,-73.8652988859551,1021499.66006863,259599.988395482,POINT (-73.865298885955 40.87913759536),11605,29,5,2,30
14734,3353029,Active,327823,2 HR Pas Mon-Sat 0830-1900,,On Street,Brooklyn,Myrtle Avenue*N Roadway,S,Hall Street,Grand Avenue,40.6935079003137,-73.9649331519889,993974.311248049,191942.021349475,POINT (-73.964933151989 40.693507900314),17212,68,2,48,55
15413,1403178,Active,103103,1HR Com Mon-Sat 1000-1600 /5HR Pas Mon-Sat 1900-2400,,On Street,Manhattan,8 Avenue,w,West 46 Street,West 47 Street,40.7599609902574,-73.9879409140779,987590.745931223,216151.228836477,POINT (-73.987940914078 40.759960990257),13094,12,4,10,10
15200,3853002,Active,342846,15 HR Pas Mon-Sat 0600-2200,West Brighton Avenue,Off Street,Brooklyn,West Brighton Avenue *N Roadway,S,West 3 Street,West 5 Street,40.5765868946952,-73.9716301203594,992130.985538393,149343.8719659,POINT (-73.971630120359 40.576586894695),18184,21,2,15,35
15409,4153034,Active,414316,2 HR Pas Mon-Sat 0900-1900,,On Street,Queens,Jackson Avenue,S,21 Street,Crane Street,40.7450709328133,-73.9473088607912,998850.36448805,210730.460478559,POINT (-73.947308860791 40.745070932813),16858,53,3,33,66
7332,2193003,Active,210391,2 HR Pas Mon-Sat 0830-1900,,On Street,Bronx,East Mt. Eden Avenue N Roadway,S,Walton Avenue,Grand Concourse,40.84334665539,-73.9126145949337,1008428.19375755,246543.382947057,POINT (-73.912614594934 40.84334665539),10930,50,5,29,27
11575,4103002,Active,456958,2 HR Pas Mon-Sat 0830-1900,,On Street,Queens,Beach 116 Street*W Roadway,E,Newport Avenue,Rockaway Beach Boulevard,40.5805865972505,-73.8376464311452,1029348.13977847,150841.579600394,POINT (-73.837646431145 40.580586597251),20532,51,3,41,58
15315,3123233,Active,338630,2 HR Pas Mon-Sat 0800-1900,,On Street,Brooklyn,3 Avenue *W Roadway,W,32 Street,33 Street,40.6575987720299,-74.0046261686824,982966.436282218,178857.385117233,POINT (-74.004626168682 40.65759877203),13515,9,2,7,45
1305,3631593,Active,306926,2 HR Pas Mon-Sat 0900-1700,,On Street,Brooklyn,West 6 Street W Roadway.,E,Neptune Avenue,Sheepshead Bay Road,40.5793999706884,-73.9748447945931,991237.673676714,150368.472606972,POINT (-73.974844794593 40.579399970688),18184,21,2,15,35
15325,3123236,Active,302622,2 HR Pas Mon-Sat 0800-1900,,On Street,Brooklyn,3 Avenue *W Roadway,W,34 Street,35 Street,40.6565066827064,-74.0057484819366,982655.016301394,178459.525020555,POINT (-74.005748481937 40.656506682706),13515,9,2,7,45
7330,2193001,Active,206581,2 HR Pas Mon-Sat 0830-1900,,On Street,Bronx,East Mt. Eden Avenue N Roadway,S,Jerome Avenue,Townsend Avenue,40.8441065170706,-73.9142856908016,1007965.55655947,246819.772158056,POINT (-73.914285690802 40.844106517071),10930,50,5,29,27
15398,1403174,Active,103123,3HR Com Mon-Sat 0700-1800 /6 HR Pas Sat 1800-2400,,On Street,Manhattan,West 50 Street,S,9 Avenue,8 Avenue,40.7625590910984,-73.9868732929518,987886.368699551,217097.8447254,POINT (-73.986873292952 40.762559091098),12081,12,4,10,10
15416,3493099,Active,306066,2 HR Pas 0830-1900 Mon-Thur/ 4Hr Pas 0830-1900 Fri,,On Street,Brooklyn,New Utrecht Avenue,E,55 Street,13 Avenue,40.63178428005,-73.9953024073301,985553.885175556,169452.461341813,POINT (-73.99530240733 40.63178428005),17621,2,2,18,39
687,1074875,Active,107210,2HR Pas Mon-Sat 0800-1900,,On Street,Manhattan,East 66 Street  N Roadway,S,2 Avenue,3 Avenue,40.765303665534,-73.9620234731652,994769.847714722,218099.791540399,POINT (-73.962023473165 40.765303665534),10090,23,4,51,11
15405,2083110,Active,214290,2 HR Pas Mon-Sat 0830-1900,Ferry Terminal #2,On Street,Bronx,White Plains Road,W,East 234 Street,East 233 Street,40.8940460008359,-73.8571395198079,1023747.15524556,265035.290188894,POINT (-73.857139519808 40.894046000836),11275,29,5,40,30
15397,1403173,Active,103123,3HR Com Mon-Sat 0700-1800 /6 HR Pas Sat 1800-2400,,On Street,Manhattan,West 50 Street,S,9 Avenue,8 Avenue,40.7628693070588,-73.9876164177723,987680.491814718,217210.836625397,POINT (-73.987616417772 40.762869307059),12081,12,4,10,10
15402,1433934,Active,105647,3HR Com Mon-Fri 1000-1600 /5HR Pas Mon-Fri 1900-2400 /5HR Pas Sat 0800-2400,,On Street,Manhattan,East 50 Street,S,5 Avenue,Madison Avenue,40.7580934335906,-73.9762546377005,990828.39628005,215471.47855556,POINT (-73.9762546377 40.758093433591),12419,11,4,51,10
1071,4512449,Active,457013,2 HR Pas Mon-Fri 0800-1900,,On Street,Queens,Main Street*MN Roadway,W,71 Road,72 Avenue,40.7270163160405,-73.8220686199835,1033566.93317814,204198.291128233,POINT (-73.822068619983 40.727016316041),14509,25,3,24,65
11313,4512443,Active,457025,2 HR Pas Mon-Fri 0800-1900,,On Street,Queens,Main Street*MN Roadway,W,68 Road,68 Drive,40.732335483614,-73.824813406806,1032802.29067856,206134.692439139,POINT (-73.824813406806 40.732335483614),14509,25,3,24,65
15316,3123234,Active,307352,2 HR Pas Mon-Sat 0800-1900,,On Street,Brooklyn,3 Avenue *E Roadway,W,33 Street,32 Street,40.6574672973513,-74.004057144462,983124.313919216,178809.477404639,POINT (-74.004057144462 40.657467297351),13515,9,2,7,45
14729,3353027,Active,331703,2 HR Pas Mon-Sat 0830-1900,,On Street,Brooklyn,Myrtle Avenue *S Roadway,S,Hall Street,Emerson Place,40.6934559365094,-73.9646251495708,994059.730368555,191923.12374948,POINT (-73.964625149571 40.693455936509),17212,68,2,48,55
12449,4103004,Active,456958,2 HR Pas Mon-Sat 0830-1900,,On Street,Queens,Beach 116 Street*W Roadway,E,Newport Avenue,Rockaway Beach Boulevard,40.580255492596,-73.8374595808953,1029400.26631464,150721.046376899,POINT (-73.837459580895 40.580255492596),20532,51,3,41,58
15417,3493100,Active,323626,2 HR Pas 0830-1900 Mon-Thur/ 4Hr Pas 0830-1900 Fri,,On Street,Brooklyn,New Utrecht Avenue,W,60 Street,61 Street,40.6273797827927,-73.9967204392294,985160.349873394,167847.767372727,POINT (-73.996720439229 40.627379782793),17621,2,2,18,39
6507,2262731,Active,210325,4HR Pas Mon-Sat 0800-2000,,On Street,Bronx,Manhattan College PKWY*N Roadway,N,Broadway,Post Road,40.8908872327127,-73.8982116094116,1012393.14908221,263868.565816313,POINT (-73.898211609412 40.890887232713),11609,48,5,40,33
15362,2083100,Active,203386,2 HR Pas Mon-Sat 0900-1900,,On Street,Bronx,White Plains Rd E Roadway,W,East 213 Street,East 214 Street,40.8794921393818,-73.8652212157508,1021520.93988173,259729.195814222,POINT (-73.865221215751 40.879492139382),11605,29,5,2,30
12012,1113028,Active,107132,2HR Pas Mon-Sat 0900-1900,,On Street,Manhattan,Hudson Street,W,DUANE ST *S Roadway,Duane Street *N Roadway,40.7171068357235,-74.0091758699092,981706.360062227,200538.008094475,POINT (-74.009175869909 40.717106835724),12076,56,4,32,1
15399,1433471,Active,106241,3HR Com Mon-Fri 1000-1600 /5HR Pas Mon-Fri 1900-2400 /5HR Pas Sat 0800-2400,,On Street,Manhattan,West 50 Street,S,8 Avenue,Broadway,40.7617256251221,-73.984885262773,988437.146469384,216794.274466395,POINT (-73.984885262773 40.761725625122),12081,11,4,10,10
1093,4512439,Active,457029,2 HR Pas Mon-Fri 0800-1900,,On Street,Queens,Main Street*MN Roadway,W,68 Avenue,68 Road,40.7329449769541,-73.8251192904317,1032717.07300122,206356.580118731,POINT (-73.825119290432 40.732944976954),14509,25,3,24,65
15400,1433473,Active,106772,3HR Com Mon-Fri 1000-1600 /5HR Pas Mon-Fri 1900-2400 /5HR Pas Sat 0800-2400,,On Street,Manhattan,West 50 Street,S,7 Avenue,6 Avenue,40.7606568773091,-73.9823564530261,989137.766131133,216405.025572971,POINT (-73.982356453026 40.760656877309),12082,11,4,51,10
7690,3631594,Active,302226,2 HR Pas Mon-Sat 0900-1700,,On Street,Brooklyn,West 6 Street E Roadway.,E,Sheepshead Bay Road,Neptune Avenue,40.5793671242465,-73.9746693469391,991286.413408637,150356.519874975,POINT (-73.974669346939 40.579367124247),18184,21,2,15,35
1198,4152158,Active,428922,4HR Pas Mon-Sat 0800-2000,,On Street,Queens,Borden Avenue*PRK Area,W,Borden Avenue*N Roadway,Borden Avenue*S Roadway,40.7418351594901,-73.9578146456605,995939.849311724,209549.988758147,POINT (-73.95781464566 40.74183515949),16858,53,3,33,66
6508,2262732,Active,217442,4HR Pas Mon-Sat 0800-2000,,On Street,Bronx,Manhattan College PKWY*N Roadway,S,Broadway,Post Road,40.8907587430889,-73.8981776613712,1012402.58968014,263821.762760311,POINT (-73.898177661371 40.890758743089),11609,48,5,40,33
709,1074873,Active,107210,2HR Pas Mon-Sat 0800-1900,,On Street,Manhattan,East 66 Street  S Roadway,N,3 Avenue,2 Avenue,40.7653763346145,-73.9623065384235,994691.424643219,218126.233416647,POINT (-73.962306538423 40.765376334615),10090,23,4,51,11
15411,4153032,Active,425037,2 HR Pas Mon-Sat 0900-1900,,On Street,Queens,Center boulevard,E,54 Avenue,Borden Avenue,40.7415111209518,-73.9605142330882,995191.828498051,209431.582498893,POINT (-73.960514233088 40.741511120952),16858,53,3,33,66
12336,1113078,Active,100927,2HR Pas Mon-Sat 0900-2200,,On Street,Manhattan,Old Slip *Roadway,E,Front Street,Water Street,40.704005689714,-74.0084943150429,981894.830813885,195764.845396727,POINT (-74.008494315043 40.704005689714),11726,56,4,32,1
15320,3123239,Active,304028,2 HR Pas Mon-Sat 0800-1900,,On Street,Brooklyn,3 Avenue *W Roadway,W,39 Street,40 Street,40.6535698649011,-74.0088017549489,981807.742405385,177389.631162971,POINT (-74.008801754949 40.653569864901),13515,9,2,7,45
15427,2053056,Active,205876,2 HR Pas Mon-Sat 0700-2200,,On Street,Bronx,Boston Road,W,East Tremont Avenue,Bryant Avenue,40.8396924280594,-73.8821079680602,1016870.69426097,245221.902322307,POINT (-73.88210796806 40.839692428059),11269,35,5,43,31
11780,1193006,Active,113823,3HR Com Mon-Fri 0700-1000 /2HR Pas Mon-Fri 1000-1900 /2HR Pas Sat 0900-1900,,On Street,Manhattan,Lexington Avenue,W,East 85 Street,East 84 Street,40.7784865293823,-73.9564275260737,996317.58740139,222903.46992515,POINT (-73.956427526074 40.778486529382),12425,23,4,51,11
15423,3223061,Active,313841,2 HR Pas Mon-Sat 0800-2200,,On Street,Brooklyn,Franklin Street,W,Kent Street,Greenpoint Avenue,40.7302354530028,-73.9577233893881,995967.176684886,205323.863024056,POINT (-73.957723389388 40.730235453003),18182,36,2,38,57
15425,3743022,Active,342858,15HR Pas Mon - Sat 0700-2200,Gowanus,Off Street,Brooklyn,3 Avenue,C,28 Street,28 Street,40.6597367291131,-74.0020491553203,983681.465363964,179636.275291726,POINT (-74.00204915532 40.659736729113),13515,9,2,7,45
1111,4512493,Active,427918,6HR Pas Mon-Fri 0900-2200,,On Street,Queens,Kissena Boulevard,W,Horace Harding Expwy.,Melbourne Avenue,40.7354393855834,-73.8148380161902,1035564.53745064,207271.225271061,POINT (-73.81483801619 40.735439385583),14509,25,3,24,65
15424,3223062,Active,308264,2 HR Pas Mon-Sat 0800-2200,,On Street,Brooklyn,Franklin Street,E,Milton Street,Greenpoint Avenue,40.7294874696029,-73.9574587001321,996040.668991968,205051.384894475,POINT (-73.957458700132 40.729487469603),18182,36,2,38,57
10122,1443694,Active,106557,2HR Pas Mon-Sat 0830-2200,,On Street,Manhattan,3 Avenue,W,East 24 Street,East 25 Street,40.7399045161829,-73.9825104553208,989096.612670138,208844.263135478,POINT (-73.982510455321 40.739904516183),12073,71,4,50,7
15418,4293154,Active,415227,2 HR Pas Mon-Sat 0900-1900,,On Street,Queens,94 Avenue,S,Lefferts Boulevard,120 Street,40.6937888355448,-73.82735643285,1032125.18015614,192089.606028065,POINT (-73.82735643285 40.693788835545),24015,46,3,46,60
15426,2053055,Active,205876,2 HR Pas Mon-Sat 0700-2200,,On Street,Bronx,Boston Road,W,East Tremont Avenue,Bryant Avenue,40.8398205136899,-73.8813984916858,1017066.94288422,245268.833658889,POINT (-73.881398491686 40.83982051369),11269,35,5,43,31
15419,3223063,Active,312460,2 HR Pas Mon-Sat 0800-2200,,ON Street,Brooklyn,Franklin Street,W,Greenpoint Avenue,Milton Avenue,40.729409652562,-73.9575892108833,996004.510599717,205023.016184807,POINT (-73.957589210883 40.729409652562),18182,36,2,38,57
15421,3223065,Active,308116,2 HR Pas Mon-Sat 0800-2200,,On Street,Brooklyn,Greenpoint Avenue,N,Franklin Street,West Street,40.7298813316177,-73.9583062995569,995805.681601048,205194.768137887,POINT (-73.958306299557 40.729881331618),18182,36,2,38,57
15422,3223066,Active,302816,2 HR Pas Mon-Sat 0800-2200,,On Street,Brooklyn,Greenpoint Avenue,S,West Street,Franklin Street,40.7297532889781,-73.9581815300608,995840.28455022,205148.134700984,POINT (-73.958181530061 40.729753288978),18182,36,2,38,57
15429,1403179,Active,104949,1HR Com Mon-Sat 0700-1600 / 5 HR Pas Mon-Sat 1900-2400,,On Street,Manhattan,8 Avenue,E,West 44 Street,West 45 Street,40.758614740164,-73.9886410850896,987396.840151057,215660.71997498,POINT (-73.98864108509 40.758614740164),13094,11,4,10,8
4852,3403009,Active,304251,2 HR Pas Mon-Sat 0830-1900,,On Street,Brooklyn,Herkimer Street,N,Nostrand Avenue,New York Avenue,40.6796687964762,-73.9493132542893,998308.748117223,186902.153804556,POINT (-73.949313254289 40.679668796476),17618,69,2,49,51
15165,1273088,Active,110496,2HR Pas Mon-Sat 0900-1900,,On Street,Manhattan,Lexington Avenue,W,East 97 Street,East 96 Street,40.7862044275417,-73.9507652103515,997884.20992431,225716.192646146,POINT (-73.950765210351 40.786204427542),12426,7,4,1,14
10360,1443999,Active,101527,3HR Com Mon-Fri 0700-1800 /2HR Pas Mon-Fri 1800-2200 /2HR Pas Sat 0800-2200,,On Street,Manhattan,East 40 Street,N,Madison Avenue,Park Avenue,40.751193649883,-73.9793245225676,989978.511168808,212957.447822481,POINT (-73.979324522568 40.751193649883),12079,11,4,51,8
1294,2013055,Active,208750,2 HR Pas Mon-Sat 0830-1900,,On Street,Bronx,Grand Concourse*W S/R,W,East 184 Street,Field Place,40.8590692136044,-73.8992450013655,1012120.76380022,252275.67824097,POINT (-73.899245001365 40.859069213604),11606,6,5,29,29
7750,1409950,Active,106429,3HR Com Mon-Sat 0700-1900 /2HR Pas Mon-Sat 1900-2300,,On Street,Manhattan,9 Avenue,E,West 51 Street,West 50 Street,40.7638781928644,-73.9885256890533,987428.557935387,217578.372635722,POINT (-73.988525689053 40.763878192864),12081,12,4,10,10
7756,1409947,Active,102780,3HR Com Mon-Sat 0700-1900 /2HR Pas Mon-Sat 1900-2300,,On Street,Manhattan,9 Avenue,E,West 54 Street,West 53 Street,40.7655939558329,-73.9872675322689,987776.995558724,218203.529849976,POINT (-73.987267532269 40.765593955833),12081,12,4,10,10
6495,2173043,Active,204949,2 HR Pas Mon-Sat 0900-1900,,On Street,Bronx,Guerlain Street,N,Unionport Road,White Plains Road,40.8402149356332,-73.8635093521195,1022016.62589823,245419.743462056,POINT (-73.863509352119 40.840214935633),11271,58,5,31,26
29,4122382,Active,402606,2 HR Pas Mon-Sat 0900-1900,,On Street,Queens,84 Street,E,37 Avenue,Roosevelt Avenue,40.7480775785411,-73.8820603327511,1016928.81520772,211843.485811561,POINT (-73.882060332751 40.748077578541),14783,65,3,21,73
9034,1243070,Active,104576,2HR Pas Mon-Sat 0900-1900,,On Street,Manhattan,Lafayette Street,E,Canal Street,Walker Street,40.7181314375449,-74.0007000359523,984055.946242303,200911.169421643,POINT (-74.000700035952 40.718131437545),12076,56,4,32,2
12190,2023043,Active,201206,2 HR Pas Mon-Sat 0800-1900,,On Street,Bronx,3 Avenue,W,East 155 Street,East 156 Street,40.8197798061713,-73.913438186786,1008208.8034483,237956.889293313,POINT (-73.913438186786 40.819779806171),10933,49,5,43,23
1745,3013615,Active,300108,6HR Pas Mon-Sat 0800-2200,,On Street,Brooklyn,Willoughby Street,S,Ashland Place,Fleet Street,40.6918980767255,-73.9794335305904,989953.380641639,191354.238404304,POINT (-73.97943353059 40.691898076726),16865,68,2,48,55
4861,3403054,Active,337352,2 HR Pas Mon-Fri 1000-1600 /2 HR Pas Sat 0900-1900,,On Street,Brooklyn,Nostrand Avenue,E,Herkimer Street,Atlantic Avenue,40.6789637888874,-73.9495732232511,998236.789599717,186645.257664815,POINT (-73.949573223251 40.678963788887),17618,69,2,49,51
5769,3602967,Active,313654,2 HR Pas Mon-Sat 0800-1900,,On Street,Brooklyn,Coney Island Avenue,E,Dorchester Road,Cortelyou Road,40.6389298043529,-73.9685702288659,992972.855901882,172057.298323721,POINT (-73.968570228866 40.638929804353),17620,60,2,11,43
