ObjectID,Meter Number,Status,Pay By Cell Number,Meter_Hours,Parking_Facility_Name,Facility,Borough,On_Street,Side_of_Street,From_Street,To_Street,Latitude,Longitude,X,Y,Location,Zip Codes,Community Districts,Borough Boundaries,City Council Districts,Police Precincts
3262,4033001,Active,424254,2 HR Pas Mon-Sat 0900-1900,,On Street,Queens,146 Street,E,Jamaica Avenue,89 Avenue,40.7020484764419,-73.8089210318,1037230.86449856,195109.44447656,POINT (-73.8089210318 40.702048476442),24670,41,3,24,61
12078,1273057,Active,110070,3HR Com Mon-Fri 0700-1000 /2HR Pas Mon-Fri 1000-1900 /2HR Pas Sat 0900-1900,,On Street,Manhattan,Lexington Avenue,W,East 91 Street,East 90 Street,40.7823188581503,-73.9536289038832,997091.938871056,224300.114769638,POINT (-73.953628903883 40.78231885815),10099,23,4,51,11
10249,1443771,Active,103278,2HR Pas Mon-Sat 0800-1900,,On Street,Manhattan,8 Avenue,W,West 26 Street,West 28 Street,40.7475159980914,-73.9970123780467,985077.819854721,211616.898994386,POINT (-73.997012378047 40.747515998091),11722,12,4,10,6
8363,1433706,Active,103020,3HR Com Mon-Sat 0700-1600,,On Street,Manhattan,3 Avenue,W,East 43 Street,East 44 Street,40.7518868834548,-73.9737769823088,991515.480863884,213210.426647231,POINT (-73.973776982309 40.751886883455),12079,71,4,51,9
1387,3071363,Active,308455,2 HR Pas Mon-Sat 0830-1900,,On Street,Brooklyn,25 Avenue,E,Benson Avenue,86 Street,40.5977252082181,-73.9872997808065,987776.929613978,157044.071132392,POINT (-73.987299780806 40.597725208218),17616,1,2,45,37
4510,3043188,Active,304938,2 HR Pas Mon-Fri 1000-1900 /2 HR Pas Sat 0800-1900,,On Street,Brooklyn,Nostrand Avenue,E,Flatbush Avenue,Glenwood Road,40.6333489546219,-73.947620369589,998788.38659364,170026.826006725,POINT (-73.947620369589 40.633348954622),17217,60,2,26,43
11510,1033049,Active,112342,2HR Pas Mon-Fri 1000-1900 /2HR Pas Sat 0900-1900,,On Street,Manhattan,Columbus Avenue,W,West 94 Street,West 93 Street,40.7911202861536,-73.9689147748974,992857.555935636,227504.904291809,POINT (-73.968914774897 40.791120286154),12422,20,4,19,15
6169,3413019,Active,312925,2 HR Pas 0800-1900 Mon-Thur/4Hr Pas 0800-1900 Fri,,On Street,Brooklyn,Coney Island Avenue,E,Avenue O,Avenue N,40.614996862713,-73.9631955069257,994468.191821977,163338.47225748,POINT (-73.963195506926 40.614996862713),13513,60,2,15,43
3038,4283080,Active,456579,2 HR Pas Mon-Sat 0800-1900,,On Street,Queens,162 Street,W,43 Avenue,45 Avenue,40.7570562921497,-73.804507005814,1038410.02257331,215153.157669887,POINT (-73.804507005814 40.75705629215),14193,22,3,3,67
9195,1393008,Active,110822,2HR Pas Mon-Sat 0900-1900,,On Street,Manhattan,Amsterdam Avenue,W,West 64 Street,West 65 Street,40.7739395199595,-73.9851645758599,988359.016376302,221244.188138723,POINT (-73.98516457586 40.77393951996),12420,20,4,19,12
449,1038128,Active,114886,2HR Pas Mon-Sat 0900-1900,,On Street,Manhattan,Amsterdam Avenue,W,West 94 Street,West 95 Street,40.7930813617022,-73.9711995539473,992224.661532134,228219.175501063,POINT (-73.971199553947 40.793081361702),12422,20,4,19,15
7402,2053001,Active,215065,2 HR Pas Mon-Sat 0830-1900,,On Street,Bronx,East Tremont Avenue,S,Webster Avenue,Park Avenue,40.8474608132771,-73.9001794253719,1011867.10387447,248046.001332894,POINT (-73.900179425372 40.847460813277),10935,35,5,22,31
2838,4013048,Active,427227,"2 HR Pas Mon-Fri 0800-1600, 1900-2200 /2 HR Pas Sat 0800-2200",,On Street,Queens,Queens Boulevard,S,39 Place,40 Street,40.743645014482,-73.9248579401805,1005071.8097223,210215.492348388,POINT (-73.92485794018 40.743645014482),16861,53,3,33,66
1366,3131532,Active,323531,2 HR Pas Mon-Sat 0900-1900,,On Street,Brooklyn,Bay Ridge Avenue,S,21 Avenue,Bay Parkway,40.6116527853377,-73.9840399718421,988681.274261966,162118.39464514,POINT (-73.984039971842 40.611652785338),16867,1,2,45,37
4184,4211735,Active,432390,2 HR Pas Mon-Sat 0900-1900,,On Street,Queens,48 Avenue,S,213 Street,Bell Boulevard,40.7555002937394,-73.7678111057239,1048577.85624023,214611.076733053,POINT (-73.767811105724 40.755500293739),14506,26,3,16,69
2525,4173102,Active,466594,2 HR Pas Mon-Sat 0900-2200,,On Street,Queens,Junction Boulevard,E,Queens Boulevard,62 Drive,40.7310902257483,-73.862878285841,1022253.47581822,205662.20060198,POINT (-73.862878285841 40.731090225748),14785,40,3,28,70
5220,3153048,Active,336164,2 HR Pas Mon-Sat 0900-1900,,On Street,Brooklyn,East 16 Street,W,Newkirk Avenue,Foster Avenue,40.6354683706883,-73.9624449422948,994673.37677905,170796.874007314,POINT (-73.962444942295 40.635468370688),13510,60,2,11,43
1127,4152128,Active,426254,2 HR Pas Mon-Sat 0900-1900,,On Street,Queens,Vernon Boulevard,E,47 Avenue,46 Road,40.745844949499,-73.9529724538136,997280.869267464,211011.56621556,POINT (-73.952972453814 40.745844949499),16858,53,3,33,66
8595,3013025,Active,331943,2 HR Pas Mon-Sat 0900-1900,,On Street,Brooklyn,Atlantic Avenue,N,Nevins Street,Bond Street,40.6866884697484,-73.9839727257243,988694.943197891,189455.963329479,POINT (-73.983972725724 40.686688469748),17619,68,2,38,54
2650,4081854,Active,421362,2 HR Pas Mon-Sat 0830-1900,,On Street,Queens,165 Street,W,89 Avenue,Hillside Avenue,40.7082334350459,-73.7967251736538,1040607.20059364,197370.416004479,POINT (-73.796725173654 40.708233435046),24340,41,3,24,61
12453,4493102,Active,401061,2 HR Pas Mon-Sat 0830-1900,,On Street,Queens,Austin Street,S,63 Avenue,63 Drive,40.7278061851201,-73.8653869628655,1021560.03166705,204464.645254314,POINT (-73.865386962865 40.72780618512),14785,40,3,28,70
3763,4443044,Active,457075,2 HR Pas Mon-Sat 0900-1900,,On Street,Queens,106 Street,E,Liberty Avenue,103 Avenue,40.6832259700269,-73.8351046187178,1029983.80484572,188237.112748817,POINT (-73.835104618718 40.683225970027),24013,62,3,46,64
437,1238225,Active,111629,2 HR Pas Mon-Fri 1000-1600 /2 HR Pas Sat 0900-1900,,On Street,Manhattan,West 207 Street,N,Sherman Avenue,Vermilyea Avenue,40.8662159102665,-73.9201663432077,1006331.14841098,254873.530656815,POINT (-73.920166343208 40.866215910267),13092,47,4,39,22
1728,3091424,Active,306928,2 HR Pas Mon-Sat 0800-1900,,On Street,Brooklyn,4 Avenue,W,93 Street,94 Street,40.6173178569352,-74.0307054605602,975725.405488715,164183.418730304,POINT (-74.03070546056 40.617317856935),17216,10,2,44,41
749,1228454,Active,109641,2 HR Pas Mon-Sat 0830-1900,,On Street,Manhattan,Broadway,E,West 161 Street,West 162 Street,40.8369094554994,-73.9425894737722,1000136.14570914,244191.216391563,POINT (-73.942589473772 40.836909455499),13090,47,4,23,21
4014,3043022,Active,309552,2 HR Pas Mon-Sat 0800-1900,,On Street,Brooklyn,Flatbush Avenue,W,Canton Avenue,Church Avenue,40.6516303919662,-73.9591292154673,995590.906768143,176685.550550148,POINT (-73.959129215467 40.651630391966),13510,60,2,11,43
5317,3343002,Active,309701,2 HR Pas Mon-Sat 0900-1900,,On Street,Brooklyn,Avenue Z,N,East 16 Street,East 15 Street,40.5880747195509,-73.9539227233963,997047.7942743,153531.263525471,POINT (-73.953922723396 40.588074719551),13826,32,2,15,36
11977,1263028,Active,102370,2HR Pas Mon-Sat 0800-1900,,On Street,Manhattan,1 Avenue,W,East 69 Street,East 70 Street,40.7662027234152,-73.9573112423848,996075.019316971,218427.949020565,POINT (-73.957311242385 40.766202723415),12083,23,4,1,11
573,1058301,Active,111195,2 HR Pas Mon-Sat 0830-1900,,On Street,Manhattan,St. Nicholas Avenue,E,West 179 Street,West 180 Street,40.848361581278,-73.9343074013094,1002424.7598983,248365.264801979,POINT (-73.934307401309 40.848361581278),13091,47,4,39,22
6538,2262719,Active,206741,2 HR Pas Mon-Sat 0900-1900,,On Street,Bronx,Broadway,E,West 237 Street,West 238 Street,40.8846190365433,-73.9007750031266,1011686.99170189,261583.996566564,POINT (-73.900775003127 40.884619036543),11272,48,5,40,33
2647,4081970,Active,451906,2 HR Pas Mon-Sat 0830-1900,,On Street,Queens,88 Avenue,N,165 Street,Merrick Boulevard,40.7088441403006,-73.7963483867216,1040711.14592381,197593.156372637,POINT (-73.796348386722 40.708844140301),24340,41,3,6,61
12367,2243018,Active,212295,2 HR Pas Mon-Sat 0900-1900,,On Street,Bronx,Johnson Avenue,E,West 232 Street,West 235 Street,40.8852954571992,-73.9100263783061,1009128.61492889,261827.681118563,POINT (-73.910026378306 40.885295457199),11272,48,5,40,33
8580,3163108,Active,330326,2 HR Pas Mon-Fri 0830-1200 /2 HR Pas Mon-Fri 1400-1900 /2 HR Pas Sat 0830-1900,,On Street,Brooklyn,Nostrand Avenue,W,Clarkson Avenue,Lenox Road,40.6544228833537,-73.9500383356223,998112.881711051,177704.24011381,POINT (-73.950038335622 40.654422883354),13510,61,2,11,40
13616,3623033,Active,329859,2 HR Pas Mon-Sat 0800-1900,,On Street,Brooklyn,Liberty Avenue,S,Hemlock Street,Autumn Avenue,40.6783254393021,-73.8692938871737,1020504.06855589,186435.710511729,POINT (-73.869293887174 40.678325439302),17215,45,2,37,47
5875,3313014,Active,310693,2 HR Pas 0800-1900 Mon-Thur/4Hr Pas 0800-1900 Fri,,On Street,Brooklyn,Avenue M,N,East 17 Street,East 15 Street,40.6182316230879,-73.958555581443,995755.836884469,164517.555529222,POINT (-73.958555581443 40.618231623088),13513,60,2,18,43
5309,3343024,Active,307239,2 HR Pas Mon-Sat 0900-1900,,On Street,Brooklyn,Voorhies Avenue,N,Sheepshead Bay Road,East 14 Street,40.5857971670811,-73.9536235393035,997131.330852643,152701.537822723,POINT (-73.953623539303 40.585797167081),13826,32,2,15,36
8693,1023035,Active,107127,2HR Pas Mon-Sat 0900-1600,,On Street,Manhattan,Allen Street,E,Broome Street,Delancey Street,40.718557605659,-73.9904987120519,986883.791636467,201066.5775754,POINT (-73.990498712052 40.718557605659),11723,70,4,32,4
5560,3493041,Active,314045,2 HR Pas 0830-1900 Mon-Thur/ 4Hr Pas 0830-1900 Fri,,On Street,Brooklyn,New Utrecht Avenue,E,12 Avenue,49 Street,40.6363424196034,-73.9946817514545,985726.056419134,171113.124030977,POINT (-73.994681751454 40.636342419603),17621,2,2,18,39
11886,1133089,Active,104025,2HR Pas Mon-Sat 0900-1900,,On Street,Manhattan,East Houston Street,N,East 1 Street,1 Avenue,40.7225797977239,-73.9869728351266,987860.95962964,202532.111389726,POINT (-73.986972835127 40.722579797724),11729,70,4,50,5
15270,1453372,Active,101796,3HR Com Mon-Sat 0700-1900,,On Street,Manhattan,East 16 Street,N,5 Avenue,Union Square West,40.7370158619744,-73.9917912583852,986524.862892389,207791.457826391,POINT (-73.991791258385 40.737015861974),11724,11,4,50,7
2217,2323214,Active,213840,2 HR Pas Mon-Sat 0830-1900,,On Street,Bronx,Morris Park Avenue,S,Holland Avenue,Wallace Avenue,40.845650656883,-73.863657716192,1021972.49147205,247400.114501312,POINT (-73.863657716192 40.845650656883),11271,59,5,22,32
13159,4063109,Active,443028,2 HR Pas Mon-Sat 0800-1900,,On Street,Queens,Barclay Avenue,S,Kissena Boulevard,Union Street,40.7582951124374,-73.8266903675786,1032263.38657264,215591.561976805,POINT (-73.826690367579 40.758295112437),14190,22,3,3,67
7336,2193009,Active,208545,2 HR Pas Mon-Sat 0900-1900,,On Street,Bronx,Jerome Avenue,E,East 179 Street,East Burnside Avenue,40.8533804571938,-73.9075941992824,1009813.40292938,250200.500632808,POINT (-73.907594199282 40.853380457194),10931,6,5,29,29
8443,1473073,Active,101391,2HR Pas Mon-Sat 0800-1800,,On Street,Manhattan,Waverly Place,N,Broadway,Mercer Street,40.7298386879924,-73.9936682506796,986004.88689822,205176.54507722,POINT (-73.99366825068 40.729838687992),11724,57,4,32,3
6758,2093023,Active,214898,2 HR Pas Mon-Sat 0900-1900,,On Street,Bronx,Lydig Avenue,N,White Plains Road,Bolton Street,40.854483650532,-73.8682313960287,1020702.22892073,250616.369551733,POINT (-73.868231396029 40.854483650532),11271,59,5,12,32
1361,3131540,Active,309150,2 HR Pas Mon-Sat 0830-1900,,On Street,Brooklyn,McDonald Avenue,E,Avenue J,Avenue I,40.6247463518614,-73.9759041414222,990938.861282215,166889.241402641,POINT (-73.975904141422 40.624746351861),13513,2,2,18,39
7095,2173055,Active,218924,2 HR Pas Mon-Sat 0830-1900,,On Street,Bronx,Unionport Road,W,McGraw Avenue,Olmstead Avenue,40.8353636357776,-73.8553474782423,1024277.91304231,243655.860834971,POINT (-73.855347478242 40.835363635778),11271,58,5,31,26
5086,3113031,Active,305515,2 HR Pas 0800-1900 Mon-Thur/4Hr Pas 0800-1900 Fri,,On Street,Brooklyn,13 Avenue,E,38 Street,39 Street,40.6408843519179,-73.9859233918276,988156.634563223,172768.142046392,POINT (-73.985923391828 40.640884351918),17620,2,2,27,39
3383,4313017,Active,453221,2 HR Pas Mon-Sat 0900-1900,,On Street,Queens,89 Street,W,Jamaica Avenue,85 Road,40.6929749827718,-73.8557072192353,1024263.81956655,191778.873381808,POINT (-73.855707219235 40.692974982772),24017,46,3,41,60
13180,4063134,Active,462826,2 HR Pas Mon-Sat 0830-2200,,On Street,Queens,Main Street,E,Franklin Avenue,Maple Avenue,40.7551465329756,-73.8280691865311,1031883.65308014,214443.681398556,POINT (-73.828069186531 40.755146532976),14190,22,3,3,67
2716,4443073,Active,452578,2 HR Pas Mon-Sat 0900-1900,,On Street,Queens,95 Street,W,Liberty Avenue,108 Avenue,40.6802005380045,-73.8438537789298,1027559.18896006,187130.41548714,POINT (-73.84385377893 40.680200538005),24013,62,3,41,64
5570,3493036,Active,307056,2 HR Pas 0800-1900 Mon-Thur/4Hr Pas 0800-1900 Fri,,On Street,Brooklyn,New Utrecht Avenue,W,54 Street,13 Avenue,40.632326259232,-73.9954098511632,985524.052229971,169649.917311728,POINT (-73.995409851163 40.632326259232),17621,2,2,18,39
6391,3453013,Active,311489,2 HR Pas Mon-Sat 0800-1900,,On Street,Brooklyn,18 Avenue,E,76 Street,Bay Ridge Parkway,40.6131332059562,-73.9961501563061,985318.878755808,162657.370273232,POINT (-73.996150156306 40.613133205956),17616,1,2,45,37
6756,2093036,Active,203804,2 HR Pas Mon-Sat 0800-1900,,On Street,Bronx,Pelham Parkway,N,Boston Road,White Plains Road,40.856650953024,-73.8686852452048,1020575.49328181,251405.811542392,POINT (-73.868685245205 40.856650953024),11271,59,5,12,32
13292,4433061,Active,431620,2 HR Pas Mon-Sat 0800-1900,,On Street,Queens,Union Turnpike,S,150 Street,Parsons Boulevard,40.7192509580677,-73.8110660934366,1036622.58192247,201375.524135977,POINT (-73.811066093437 40.719250958068),14509,25,3,24,65
14646,1283029,Active,114736,2 HR Pas Mon-Sat 0900-1900,,On Street,Manhattan,Madison Avenue,W,East 109 Street,East 110 Street,40.795876354837,-73.9479591005908,998659.190657809,229240.457579225,POINT (-73.947959100591 40.795876354837),12426,7,4,36,14
12981,4423102,Active,436010,2 HR Pas Mon-Sat 0900-1900,,On Street,Queens,161 Street,E,Horace Harding Expwy.NSR,59 Avenue,40.7390560840521,-73.8074374266576,1037612.58683223,208593.321380138,POINT (-73.807437426658 40.739056084052),14507,22,3,3,67
12693,3083050,Active,310202,2 HR Pas Mon-Sat 0900-1900,,On Street,Brooklyn,Brighton 3 Street,E,Brighton Beach  Avenue,Oceanview Avenue,40.5772793331191,-73.9642300967375,994186.565416723,149596.897050396,POINT (-73.964230096737 40.577279333119),13826,21,2,15,35
3268,4033072,Active,411086,2 HR Pas Mon-Sat 0900-1900,,On Street,Queens,Jamaica Avenue,N,170 Street,169 Street,40.7070944765547,-73.7903753437209,1042368.65737255,196959.609411389,POINT (-73.790375343721 40.707094476555),24340,41,3,6,61
2010,2162800,Active,209551,2 HR Pas Mon-Sat 0830-1900,,On Street,Bronx,East Tremont Avenue,E,Westchester Avenue,Fink Avenue,40.8411031664554,-73.8425947554564,1027803.05592638,245753.066614315,POINT (-73.842594755456 40.841103166455),11270,43,5,12,28
11072,1433697,Active,106589,3HR Com Mon-Fri 0700-1500 /3HR Com Sat 0700-1900,,On Street,Manhattan,2 Avenue,E,East 52 Street,East 51 Street,40.7557430623464,-73.9677455815587,993186.05363822,214615.915306062,POINT (-73.967745581559 40.755743062346),12419,71,4,51,9
13194,3133010,Active,308643,2 HR Pas Mon-Sat 0830-1900,,On Street,Brooklyn,Bay Parkway,E,West 9 Street,West 8 Street,40.6121466744296,-73.9830647257598,988952.014862224,162298.38214606,POINT (-73.98306472576 40.61214667443),16867,1,2,18,37
2011,2162783,Active,214778,2 HR Pas Mon-Sat 0800-1900,,On Street,Bronx,East Tremont Avenue,S,Maclay Avenue,St. Raymond's Avenue,40.8429698982805,-73.8464716586026,1026729.14993772,246431.28212139,POINT (-73.846471658603 40.842969898281),11270,43,5,12,28
4645,3183019,Active,313460,2 HR Pas Mon-Sat 0800-1900,,On Street,Brooklyn,Court Street,E,DeGraw Street,Sackett Street,40.6833526271491,-73.9953468248749,985540.558430552,188240.246600807,POINT (-73.995346824875 40.683352627149),13514,14,2,27,48
5899,3463026,Active,308873,2 HR Pas Mon-Sat 0830-1900,,On Street,Brooklyn,70 Street,N,13 Avenue,12 Avenue,40.6233883451864,-74.0047932701367,982919.390772641,166393.600005478,POINT (-74.004793270137 40.623388345186),13511,10,2,44,41
8109,1483026,Active,116107,3HR Com Mon-Sat 0700-1800,,On Street,Manhattan,John Street,N,Water Street,Pearl Street,40.707084397014,-74.005090250955,982838.720986471,196886.437641725,POINT (-74.005090250955 40.707084397014),13096,56,4,32,1
4832,3403058,Active,310113,2 HR Pas Mon-Fri 0830-1200 /2 HR Pas Mon-Fri 1400-1900 /2 HR Pas Sat 0830-1900,,On Street,Brooklyn,Nostrand Avenue,W,St. Marks Avenue,Prospect Place,40.674894267193,-73.9501046632194,998090.229525387,185162.529987231,POINT (-73.950104663219 40.674894267193),17618,16,2,49,49
10172,1403141,Active,103354,2HR Pas Mon-Sat 0830-1900,,On Street,Manhattan,11 Avenue,E,West 52 Street,West 53 Street,40.7674513986764,-73.9933434767906,986093.858833134,218880.071475893,POINT (-73.993343476791 40.767451398676),12081,12,4,10,10
6237,3483048,Active,322427,2 HR Pas Mon-Sat 0800-1900,,On Street,Brooklyn,Lake Street,W,Avenue S,Kings Highway,40.6040595149609,-73.973130185191,991711.206194222,159352.710215896,POINT (-73.973130185191 40.604059514961),18183,1,2,18,37
9670,1503003,Active,112591,2 HR Pas Mon-Sat 0800-1900,,On Street,Manhattan,3 Avenue,E,East 124 Street,East 125 Street,40.8033429416965,-73.9359321091383,1001987.25847672,231963.002330974,POINT (-73.935932109138 40.803342941697),13093,7,4,35,16
5230,3153081,Active,308838,2 HR Pas 0800-1900 Mon-Thur/4Hr Pas 0800-1900 Fri,,On Street,Brooklyn,East 16 Street,E,Avenue J,Avenue K,40.6250618696188,-73.9603666037945,995251.933364719,167005.761838898,POINT (-73.960366603794 40.625061869619),13513,60,2,18,43
206,3051313,Active,323156,2 HR Pas Mon-Sat 0800-1900,,On Street,Brooklyn,Kings Highway,N,East 9 Street,East 8 Street,40.6066976288723,-73.9641355163487,994208.450871632,160314.73749131,POINT (-73.964135516349 40.606697628872),18183,32,2,18,36
11609,4152122,Active,415498,2 HR Pas Mon-Sat 0900-1900,,On Street,Queens,50 Avenue,N,Vernon Boulevard,Jackson Avenue,40.742652791322,-73.9534955279144,997136.548033804,209848.483896062,POINT (-73.953495527914 40.742652791322),16858,53,3,33,66
12716,4483113,Active,448019,2 HR Pas Mon-Sat 0900-1900,,On Street,Queens,Lefferts Boulevard,E,149 Avenue,135 Avenue,40.6702227056793,-73.820865646622,1033942.67258413,183507.415515304,POINT (-73.820865646622 40.670222705679),24016,62,3,41,64
7152,5023002,Active,508846,2 HR Pas Mon-Sat 0900-1900,,On Street,Staten Island,Victory Boulevard,S,Fiedler Avnue,St. Paul Street,40.6379560643672,-74.0793305887931,962232.680505723,171710.943373397,POINT (-74.079330588793 40.637956064367),10369,4,1,13,74
701,1074865,Active,103851,2HR Pas Mon-Sat 0900-1900,,On Street,Manhattan,East 64 Street,N,3 Avenue,2 Avenue,40.7645119436677,-73.9637839400937,994282.301445723,217811.134637401,POINT (-73.963783940094 40.764511943668),10090,23,4,51,11
13182,4063136,Active,468567,2 HR Pas Mon-Sat 0830-2200,,On Street,Queens,Maple Avenue,N,Main Street,Kissena Boulevard,40.7555712424175,-73.8279278755663,1031922.49945913,214598.493424892,POINT (-73.827927875566 40.755571242418),14190,22,3,3,67
11123,1433765,Active,105024,3HR Com Mon-Sat 0700-1900,,On Street,Manhattan,Madison Avenue,W,East 51 Street,East 52 Street,40.7588592325133,-73.9749767149154,991182.351280808,215750.582656145,POINT (-73.974976714915 40.758859232513),12419,11,4,51,10
9964,1443516,Active,105713,3HR Com Mon-Fri 0800-1800,,On Street,Manhattan,West 27 Street,S,Avenue of the Americas,7 Avenue,40.7464564542896,-73.9935438163007,986038.928496808,211230.925028816,POINT (-73.993543816301 40.74645645429),11722,11,4,10,7
3112,4353037,Active,467883,2 HR Pas Mon-Sat 0900-1900,,On Street,Queens,Grand Avenue,N,71 Street,69 Lane,40.7274419677524,-73.8930355629568,1013896.97186197,204321.382745564,POINT (-73.893035562957 40.727441967752),14788,54,3,34,62
5551,3493067,Active,307921,2 HR Pas 0800-1900 Mon-Thur/4Hr Pas 0800-1900 Fri,,On Street,Brooklyn,New Utrecht Avenue,W,53 Street,54 Street,40.6330817817691,-73.9952862025595,985558.357607558,169925.176275641,POINT (-73.995286202559 40.633081781769),17621,2,2,18,39
13474,4213059,Active,432287,2 HR Pas Mon-Sat 0900-1900,,On Street,Queens,Bell Boulevard,E,43 Avenue,42 Avenue,40.7623584661952,-73.7702650524754,1047891.43963405,217107.931975558,POINT (-73.770265052475 40.762358466195),14196,26,3,20,69
5435,3193027,Active,330514,2 HR Pas Mon-Sat 0800-1900,,On Street,Brooklyn,Debevoise Street,N,Graham Avenue,Humbolt Street,40.7017273905365,-73.9417642808024,1000397.22884838,194940.046193317,POINT (-73.941764280802 40.701727390537),17213,36,2,30,56
3254,4033018,Active,420899,2 HR Pas Mon-Sat 0830-1900,,On Street,Queens,149 Street,W,Jamaica Avenue,Lowe Court,40.7022701780149,-73.8057397474493,1038112.76529381,195192.156909555,POINT (-73.805739747449 40.702270178015),24670,41,3,24,61
12560,3073027,Active,307710,2 HR Pas Mon-Sat 0800-1900,,On Street,Brooklyn,86 Street,N,Bay Pkwy.,21 Avenue,40.6023169119002,-73.9942952201211,985834.143801391,158716.74232772,POINT (-73.994295220121 40.6023169119),17616,1,2,45,37
6734,2093056,Active,214420,2 HR Pas Mon-Sat 0900-1900,,On Street,Bronx,Williamsbridge Road,W,Lydig Avenue,Neil Avenue,40.855095825319,-73.855236980513,1024296.60887106,250845.082020804,POINT (-73.855236980513 40.855095825319),11270,59,5,12,32
12154,2013162,Active,205532,2 HR Pas Mon-Sat 0800-1900,,On Street,Bronx,Webster Avenue,W,East 193 Street,East Fordham Road,40.8623426308868,-73.8906806067525,1014488.34994431,253471.150587559,POINT (-73.890680606752 40.862342630887),10936,24,5,22,34
9322,1043071,Active,103241,30Min Com Mon-Sat 0600-2200,,On Street,Manhattan,East 14 Street,N,1 Avenue,2 Avenue,40.7318997138781,-73.9836853161664,988771.584448799,205927.798824057,POINT (-73.983685316166 40.731899713878),11724,71,4,50,7
7630,5013022,Active,511040,2 HR Pas Mon-Sat 0800-1900,,On Street,Staten Island,Port Richmond Avenue,W,Castleton Avenue,Charles Avenue,40.6351080561231,-74.1354315962668,946660.877659887,170692.425069228,POINT (-74.135431596267 40.635108056123),10370,4,1,13,75
8435,1473085,Active,102359,3HR Com Mon-Fri 0800-1800 /2HR Pas Sat 0800-1800,,On Street,Manhattan,West 3 Street,N,Broadway,Mercer Street,40.7280161058039,-73.995099194642,985608.328308135,204512.496208474,POINT (-73.995099194642 40.728016105804),12075,57,4,32,3
1959,2162906,Active,219783,2 HR Pas Mon-Sat 0900-1900,,On Street,Bronx,Sampson Avenue,S,Revere Avenue,East Tremont Avenue,40.8203316833004,-73.8183253916187,1034533.92501055,238198.264138639,POINT (-73.818325391619 40.8203316833),11274,43,5,12,28
11381,3403043,Active,305784,2 HR Pas Mon-Sat 0800-1900,,On Street,Brooklyn,Fulton Street,S,Brooklyn Avenue,Kingston Avenue,40.6799517468545,-73.9425263239358,1000191.13969363,187006.402939901,POINT (-73.942526323936 40.679951746855),17618,69,2,49,51
13780,1023105,Active,102031,2HR Pas Mon-Sat 0900-1900,,On Street,Manhattan,Hester Street,S,Eldridge Street,Allen Street,40.7163087503186,-73.9923764606648,986363.344186559,200247.199949056,POINT (-73.992376460665 40.716308750319),11723,70,4,32,2
11247,1433889,Active,104773,3HR Com Mon-Sat 1000-1600,,On Street,Manhattan,East 57 Street,S,3 Avenue,2 Avenue,40.7594346033841,-73.9658121942989,993721.171662465,215961.067143306,POINT (-73.965812194299 40.759434603384),12419,71,4,51,9
7982,1483099,Active,100159,3HR Com Mon-Fri 0800-1800 /3HR Pas Mon-Fri 1800-2200 /3HR Pas Sat 1000-2200,,On Street,Manhattan,Hanover Square,S,Pearl Street,Water Street,40.7042670202485,-74.0092390546852,981688.351239964,195860.076833561,POINT (-74.009239054685 40.704267020249),11726,56,4,32,1
11872,1243108,Active,103795,3HR Com Mon-Sat 0900-1900,,On Street,Manhattan,Grand Street,N,Elizabeth Street,Bowery,40.7186523832984,-73.9951914803144,985582.937282801,201101.001719147,POINT (-73.995191480314 40.718652383298),12076,57,4,32,2
15067,3233056,Active,313468,2 HR Pas Mon-Sat 0800-1900,,On Street,Brooklyn,Union Avenue,W,Borinquen Place,South 1 Street,40.7106739655626,-73.9511607024162,997790.03196305,198197.959296897,POINT (-73.951160702416 40.710673965563),17613,36,2,30,56
656,1068239,Active,109434,2 HR Pas Mon-Sat 0900-1900,,On Street,Manhattan,Broadway,E,Fairview Avenue,West 193 Street,40.8580259212362,-73.9318305533125,1003107.27362514,251886.875540897,POINT (-73.931830553312 40.858025921236),13098,47,4,39,22
7784,2013134,Active,204197,2 HR Pas Mon-Sat 0800-1900,,On Street,Bronx,East Fordham Road,N,East Kingsbridge Road,Valentine Avenue,40.8622896352763,-73.8945006175796,1013431.73755622,253450.546626151,POINT (-73.89450061758 40.862289635276),10936,24,5,22,34
6437,3303040,Active,312870,2 HR Pas Mon-Sat 0900-1900,,On Street,Brooklyn,Greene Avenue,N,Knickerbocker Avenue,Irving Avenue,40.6991745742915,-73.9184816114787,1006853.7628513,194015.129407972,POINT (-73.918481611479 40.699174574292),13828,42,2,37,53
9310,1043056,Active,107138,3HR Com Mon-Fri 1000-1400 /2HR Pas Mon-Fri 1900-2200 /2HR Pas Sat 0900-2200,,On Street,Manhattan,2 Avenue,W,East 22 Street,East 21 Street,40.7368849998718,-73.9817532976447,989306.661462635,207744.200703055,POINT (-73.981753297645 40.736884999872),12073,71,4,50,7
11845,1183054,Active,114656,2HR Pas Mon-Sat 0900-1900,,On Street,Manhattan,Madison Avenue,W,East 79 Street,East 80 Street,40.7768142920247,-73.9618767797175,994808.658004552,222293.513795972,POINT (-73.961876779717 40.776814292025),10092,23,4,51,11
8939,1133025,Active,106149,2HR Pas Mon-Sat 0900-1900,,On Street,Manhattan,Avenue A,E,East 7 Street,East 10 Street,40.7275178714439,-73.9823641876124,989138.054188311,204331.428001061,POINT (-73.982364187612 40.727517871444),11729,70,4,50,5
