parking_spot_id,type,parking_spot_name,address_zip,borough,detail,longitude,latitude,operation_hours
0932155-DCA,Business,301 PARK CORP.,10065,Manhattan,"Vehicle Spaces: 84, Bicycle Spaces: 8",-73.96170261902068,40.763591451944784,unknown
1439430-DCA,Business,CHAMPION PARKING 90 LLC,10128,Manhattan,"Vehicle Spaces: 268, Bicycle Spaces: 20",-73.95633632244923,40.78314855020369,unknown
1283824-DCA,Business,CHAMPION PARKING 74 LLC.,10023,Manhattan,"Vehicle Spaces: 110, Bicycle Spaces: 11",-73.98194613812201,40.77976840490512,unknown
1030045-DCA,Business,"BATTERY PLACE CAR PARK, LLC",10280,Manhattan,"Vehicle Spaces: 42, Bicycle Spaces:",-74.01790411531843,40.70628322913576,unknown
2017912-DCA,Business,SP PLUS CORPORATION,10022,Manhattan,"Vehicle Spaces: 157, Bicycle Spaces: 15",-73.97539336674451,40.75811393684285,unknown
1010570-DCA,Business,UNION SQUARE CAR PARK LLC,10003,Manhattan,"Vehicle Spaces: 198, Bicycle Spaces: 19",-73.98871324972123,40.73407200881727,unknown
2101166-DCA,Business,CHAMPION PARKING YORK LLC,10028,Manhattan,"Vehicle Spaces: 108, Bicycle Spaces: 11",-73.9498231760505,40.77221361132007,unknown
1413026-DCA,Business,420 EAST 51ST PARKING PARTNERS LLC,10022,Manhattan,"Vehicle Spaces: 105, Bicycle Spaces: 11",-73.96494204046672,40.75417801007669,unknown
2109270-DCA,Business,PP MGMT CEJ CORP,11101,Queens,"Vehicle Spaces: 42, Bicycle Spaces: 0",-73.93537947477927,40.75220546996098,unknown
1376342-DCA,Business,QUIK PARK EAST 73RD ST LLC,10021,Manhattan,"Vehicle Spaces: 320, Bicycle Spaces: 21",-73.95181993445908,40.76690888069089,unknown
1061198-DCA,Business,101 WEST END PARKING LLC,10023,Manhattan,"Vehicle Spaces: 166, Bicycle Spaces: 16",-73.98863409148143,40.77506478010212,unknown
2107689-DCA,Business,NEW 786 NY PARKING CORP,11354,Queens,"Vehicle Spaces: 105, Bicycle Spaces: 11",-73.82658658406363,40.76264662506418,unknown
2115077-DCA,Business,"LAZ PARKING NEW YORK/NEW JERSEY, LLC",11201,Brooklyn,"Vehicle Spaces: 150, Bicycle Spaces: 15",-73.99336159441195,40.68922844728341,unknown
2054449-DCA,Business,PROPARK AMERICA NEW YORK LLC,11375,Queens,"Vehicle Spaces: 87, Bicycle Spaces: 8",-73.83909836891209,40.7192948930886,unknown
2111188-DCA,Business,PROPARK AMERICA NEW YORK LLC,10014,Manhattan,"Vehicle Spaces: 35, Bicycle Spaces: 0",-74.00847589774291,40.7341518478714,unknown
2114995-DCA,Business,"LAZ PARKING NEW YORK/NEW JERSEY, LLC",10003,Manhattan,"Vehicle Spaces: 255, Bicycle Spaces: 21",-73.99211611520983,40.73202470539408,unknown
2103406-DCA,Business,"ONE PARKING 703, INC.",11360,Queens,"Vehicle Spaces: 702, Bicycle Spaces: 16",-73.78095382312794,40.779295392459005,unknown
1320741-DCA,Business,201 PEARL PARKING CORP.,10038,Manhattan,"Vehicle Spaces: 44, Bicycle Spaces:",-74.0067411431161,40.70676750262788,unknown
2113394-DCA,Business,1134 FULTON PARKING CORP,11216,Brooklyn,"Vehicle Spaces: 73, Bicycle Spaces: 7",-73.95548015830848,40.68108726828097,unknown
2068286-DCA,Business,2 NORTH 6TH PARKING CORP,11249,Brooklyn,"Vehicle Spaces: 160, Bicycle Spaces: 16",-73.96313084405962,40.72027974697928,unknown
1172406-DCA,Business,PARK KWIK LLC,11201,Brooklyn,"Vehicle Spaces: 115, Bicycle Spaces: 12",-73.9896021730919,40.70272968157668,unknown
0367816-DCA,Business,"PARK-SERV, INC.",10019,Manhattan,"Vehicle Spaces: 260, Bicycle Spaces: 21",-73.9810627676493,40.76261089837474,unknown
1387896-DCA,Business,3480 THIRD AVENUE PARKING INC.,10456,Bronx,"Vehicle Spaces: 125, Bicycle Spaces: 13",-73.9062330772249,40.83016876027181,unknown
2101646-DCA,Business,80 PARK GARAGE MGMT LLC,10016,Manhattan,"Vehicle Spaces: 91, Bicycle Spaces: 9",-73.97931233756475,40.74988321351058,unknown
0899744-DCA,Business,COSMOPOLITAN PARKING CORP.,10010,Manhattan,"Vehicle Spaces: 36, Bicycle Spaces:",-73.98891079060768,40.73957251265653,unknown
1222882-DCA,Business,"50 EAST 79TH STREET CAR PARK, LLC",10075,Manhattan,"Vehicle Spaces: 48, Bicycle Spaces:",-73.96161599460098,40.77609645836829,unknown
0888537-DCA,Business,SAFEWAY PARKING CORP.,10028,Manhattan,"Vehicle Spaces: 56, Bicycle Spaces: 5",-73.95063887095594,40.777417987056,unknown
2115151-DCA,Business,333 EAST 34TH GARAGE LLC,10016,Manhattan,"Vehicle Spaces: 56, Bicycle Spaces: 6",-73.97472722078362,40.74430496890765,unknown
2054793-DCA,Business,SP PLUS CORPORATION,10029,Manhattan,"Vehicle Spaces: 581, Bicycle Spaces: 24",-73.95133865857356,40.78822705003492,unknown
2101647-DCA,Business,CPW GARAGE LLC,10025,Manhattan,"Vehicle Spaces: 66, Bicycle Spaces: 7",-73.96011535593696,40.79793853232898,unknown
0368238-DCA,Business,NEW YORK PARKING 56TH ST. CORP,10019,Manhattan,"Vehicle Spaces: 80, Bicycle Spaces: 8",-73.97641311026375,40.76312056238381,unknown
1251169-DCA,Business,315 EAST 65TH PARKING LLC,10065,Manhattan,"Vehicle Spaces: 50, Bicycle Spaces:",-73.96042768193381,40.76467519428984,unknown
0906120-DCA,Business,OXFORD PARKING CORP.,10017,Manhattan,"Vehicle Spaces: 51, Bicycle Spaces: 5",-73.96807874069368,40.75387699991748,unknown
2114767-DCA,Business,Rego Center Garage LLC,11374,Queens,"Vehicle Spaces: 1265, Bicycle Spaces: 31",-73.86182417053554,40.73043794685661,unknown
0367984-DCA,Business,DISTINCTIVE PARKING LLC,10065,Manhattan,"Vehicle Spaces: 129, Bicycle Spaces: 12",-73.97014566672321,40.764702825040494,unknown
2105919-DCA,Business,LTG PARKING CORP.,10023,Manhattan,"Vehicle Spaces: 445, Bicycle Spaces: 22",-73.98652154333283,40.77701880522641,unknown
2043391-DCA,Business,AZ Parking Corp.,10001,Manhattan,"Vehicle Spaces: 34, Bicycle Spaces: 0",-73.98621337110704,40.748270334370325,unknown
1312446-DCA,Business,STELLMAR PARKING LLC,10065,Manhattan,"Vehicle Spaces: 31, Bicycle Spaces:",-73.96844055824718,40.76725498013537,unknown
2115139-DCA,Business,MP WEST 95 PARKING LLC,10025,Manhattan,"Vehicle Spaces: 142, Bicycle Spaces: 14",-73.96748265531872,40.79195184670799,unknown
2096915-DCA,Business,"IMPERIAL PARKING (U.S.), LLC",11374,Queens,"Vehicle Spaces: 1265, Bicycle Spaces: 31",-73.8624164534643,40.730169669701205,unknown
1461273-DCA,Business,"IMPERIAL PARKING (U.S.), LLC",10010,Manhattan,"Vehicle Spaces: 150, Bicycle Spaces: 15",-73.99257310811807,40.74320960220436,unknown
2055928-DCA,Business,SP PLUS CORPORATION,11368,Queens,"Vehicle Spaces: 194, Bicycle Spaces: 19",-73.86098918092571,40.7380838355146,unknown
2001457-DCA,Business,CHAMPION PARKING MIDTOWN LLC,10016,Manhattan,"Vehicle Spaces: 86, Bicycle Spaces: 10",-73.97474732269983,40.7483973944109,unknown
1213869-DCA,Business,BROADWAY & 64TH PARKING LLC,10023,Manhattan,"Vehicle Spaces: 400, Bicycle Spaces: 22",-73.98215055305542,40.7715177562409,unknown
2069414-DCA,Business,RIVER PARK TOWERS GARAGE LLC,10453,Bronx,"Vehicle Spaces: 800, Bicycle Spaces: 26",-73.92230554575585,40.85219053269003,unknown
2094858-DCA,Business,PPS STANWIX LLC,11206,Brooklyn,"Vehicle Spaces: 65, Bicycle Spaces: 7",-73.9353125081528,40.70222889514506,unknown
1370726-DCA,Business,"BAS PARKING, INC.",10021,Manhattan,"Vehicle Spaces: 44, Bicycle Spaces:",-73.95306566166602,40.766552578515366,unknown
1093313-DCA,Business,CHAMPION PARKING 57 LLC,10019,Manhattan,"Vehicle Spaces: 372, Bicycle Spaces: 21",-73.98363189062222,40.76702483684617,unknown
1116799-DCA,Business,EAST 97TH PARKING CORP.,10128,Manhattan,"Vehicle Spaces: 209, Bicycle Spaces: 20",-73.94993236337781,40.78545426730592,unknown
1461250-DCA,Business,"IMPERIAL PARKING (U.S.), LLC",11432,Queens,"Vehicle Spaces: 405, Bicycle Spaces: 22",-73.7985836319317,40.70578726376039,unknown
2107054-DCA,Business,"COVE CLUB CAR PARK, LLC",10280,Manhattan,"Vehicle Spaces: 69, Bicycle Spaces: 7",-74.0176557112128,40.70803717159958,unknown
2099103-DCA,Business,EMBASSY GARAGE PARKING PARTNERS LLC,10028,Manhattan,"Vehicle Spaces: 94, Bicycle Spaces: 9",-73.95838069661235,40.77645489584078,unknown
1204173-DCA,Business,TUNNEL 34 PARKING LLC,10016,Manhattan,"Vehicle Spaces: 190, Bicycle Spaces: 10",-73.97709429151544,40.74527985017423,unknown
1319920-DCA,Business,TOWNHOUSE PARKING LLC,10021,Manhattan,"Vehicle Spaces: 115, Bicycle Spaces: 12",-73.96077067757834,40.77071923095086,unknown
2105057-DCA,Business,MP WEST END PARKING LLC,10023,Manhattan,"Vehicle Spaces: 375, Bicycle Spaces: 22",-73.9886811994225,40.77405746597447,unknown
2009446-DCA,Business,"CARLYLE CAR PARK, LLC",10021,Manhattan,"Vehicle Spaces: 119, Bicycle Spaces: 19",-73.96299631788466,40.77414540134402,unknown
1076826-DCA,Business,"300 EAST 74TH STREET CAR PARK, LLC",10021,Manhattan,"Vehicle Spaces: 94, Bicycle Spaces: 9",-73.95705257462451,40.76996310160079,unknown
2051104-DCA,Business,LENOX PARKING GARAGE LLC,10027,Manhattan,"Vehicle Spaces: 77, Bicycle Spaces: 8",-73.94357018002275,40.810378951035936,unknown
2030397-DCA,Business,"RUPPERT CAR PARK, LLC",10128,Manhattan,"Vehicle Spaces: 220, Bicycle Spaces: 22",-73.95204410072269,40.78147530043751,unknown
0908745-DCA,Business,CHAMPION PARKING 77TH ST. CORP.,10075,Manhattan,"Vehicle Spaces: 113, Bicycle Spaces: 11",-73.9627106944501,40.77485345167708,unknown
1157180-DCA,Business,"ALFRED CAR PARK, LLC",10023,Manhattan,"Vehicle Spaces: 140, Bicycle Spaces: 14",-73.98605694822305,40.77140576087256,unknown
1462009-DCA,Business,"IMPERIAL PARKING (U.S.), LLC",10010,Manhattan,"Vehicle Spaces: 73, Bicycle Spaces: 7",-73.99198477843711,40.74401377456903,unknown
2058615-DCA,Business,"IMPERIAL PARKING (U.S.), LLC",10038,Manhattan,"Vehicle Spaces: 25, Bicycle Spaces: 0",-74.00621137332946,40.71140892683577,unknown
1184264-DCA,Business,ICE HOUSE PARKING CORP.,10013,Manhattan,"Vehicle Spaces: 76, Bicycle Spaces: 8",-74.00748561724612,40.71985447979465,unknown
2099960-DCA,Business,4162 GARAGE MGMT LLC,10033,Manhattan,"Vehicle Spaces: 163, Bicycle Spaces: 16",-73.938175252836,40.84706204129148,unknown
2001881-DCA,Business,"LAUREATE GARAGE, LLC",10023,Manhattan,"Vehicle Spaces: 155, Bicycle Spaces: 16",-73.98117658662161,40.781384930869976,unknown
1460793-DCA,Business,LTG PARKING CORP.,10023,Manhattan,"Vehicle Spaces: 276, Bicycle Spaces: 20",-73.98593274328807,40.77828954785315,unknown
0913526-DCA,Business,CHAMPION PARKING 83RD ST CORP,10028,Manhattan,"Vehicle Spaces: 128, Bicycle Spaces: 11",-73.95277393363378,40.77576654999439,unknown
1233571-DCA,Business,8TH STREET PARKING LLC,10003,Manhattan,"Vehicle Spaces: 113, Bicycle Spaces: 11",-73.9962258166025,40.73240643430964,unknown
1036915-DCA,Business,160 PARKING CORP.,10065,Manhattan,"Vehicle Spaces: 150, Bicycle Spaces: 15",-73.96473382779567,40.76567567891482,unknown
0469761-DCA,Business,INTEGRITY PARKING LLC,10021,Manhattan,"Vehicle Spaces: 60, Bicycle Spaces: 6",-73.95776107303384,40.7685580564992,unknown
0429690-DCA,Business,"MUTUAL PARKING, INC.",10028,Manhattan,"Vehicle Spaces: 110, Bicycle Spaces: 11",-73.94629946047505,40.77221476768948,unknown
2100843-DCA,Business,Champion Valet Parking LLC,10011,Manhattan,"Vehicle Spaces: 117, Bicycle Spaces: 12",-73.99379706962925,40.7369653648558,unknown
1103762-DCA,Business,SHERMAN PARKING INC.,10034,Manhattan,"Vehicle Spaces: 77, Bicycle Spaces: 8",-73.9208510667768,40.86549036494962,unknown
2101445-DCA,Business,NY PARKING 57 LLC,10022,Manhattan,"Vehicle Spaces: 43, Bicycle Spaces: 0",-73.97006777235084,40.761310302917984,unknown
2076559-DCA,Business,THE CAR PARK OF NEW YORK LLC,11385,Queens,"Vehicle Spaces: 662, Bicycle Spaces: 25",-73.86835222186359,40.70984615528326,unknown
1416193-DCA,Business,SUPREME 85 PARKING LLC,11201,Brooklyn,"Vehicle Spaces: 160, Bicycle Spaces: 16",-73.99082636537561,40.691429578417775,unknown
1460563-DCA,Business,LTG PARKING CORP.,10023,Manhattan,"Vehicle Spaces: 411, Bicycle Spaces: 22",-73.9860086872017,40.7777213966728,unknown
0368199-DCA,Business,"MUTUAL PARKING, INC.",10028,Manhattan,"Vehicle Spaces: 69, Bicycle Spaces: 6",-73.94657727560529,40.77244271018476,unknown
1420789-DCA,Business,CHAMPION PARKING 82 LLC,10028,Manhattan,"Vehicle Spaces: 120, Bicycle Spaces: 12",-73.94655917747835,40.77250034131399,unknown
2017911-DCA,Business,SP PLUS CORPORATION,10152,Manhattan,"Vehicle Spaces: 150, Bicycle Spaces: 15",-73.9728014005628,40.75878581642611,unknown
2106005-DCA,Business,QUIK PARK HUDSON VI LLC,10069,Manhattan,"Vehicle Spaces: 180, Bicycle Spaces: 18",-73.9917464625062,40.77421692110752,unknown
2003108-DCA,Business,BEAVER STREET PARKING LLC,10004,Manhattan,"Vehicle Spaces: 166, Bicycle Spaces: 17",-74.01062533579265,40.70456865338853,unknown
0761016-DCA,Business,64TH WEST END PARKING LLC,10023,Manhattan,"Vehicle Spaces: 106, Bicycle Spaces: 10",-73.9878903174361,40.77510587540059,unknown
2091664-DCA,Business,TRUST UNDER WILL OF IRVING SERVANSKY,11222,Brooklyn,"Vehicle Spaces: 23, Bicycle Spaces: 0",-73.95110502126826,40.73264863305598,unknown
1232880-DCA,Business,MURRAY 38 PARKING LLC,10016,Manhattan,"Vehicle Spaces: 67, Bicycle Spaces: 6",-73.97671425441138,40.74843349058,unknown
2099962-DCA,Business,ELEMENT GARAGE MGMT LLC,10019,Manhattan,"Vehicle Spaces: 190, Bicycle Spaces: 19",-73.98913299591611,40.77106299965256,unknown
2097161-DCA,Business,CHAMPION PARKING CPW LLC,10024,Manhattan,"Vehicle Spaces: 58, Bicycle Spaces: 6",-73.97094627103644,40.78310100965621,unknown
1312449-DCA,Business,STELLMAR PARKING LLC,10065,Manhattan,"Vehicle Spaces: 31, Bicycle Spaces:",-73.9684225207926,40.76722752778376,unknown
0760802-DCA,Business,MERIT PARKING LLC,10029,Manhattan,"Vehicle Spaces: 1000, Bicycle Spaces: 28",-73.95014568042973,40.794748021175344,unknown
2093300-DCA,Business,MP LINCOLN SQUARE PARKING LLC,10023,Manhattan,"Vehicle Spaces: 271, Bicycle Spaces: 20",-73.98248162136171,40.77562942490355,unknown
0924489-DCA,Business,CHAMPION BROADWAY PARKING CORP,10003,Manhattan,"Vehicle Spaces: 169, Bicycle Spaces: 17",-73.99313013269732,40.73088569709154,unknown
2105668-DCA,Business,ARENA PARKING LLC,11217,Brooklyn,"Vehicle Spaces: 170, Bicycle Spaces: 17",-73.97239648259087,40.68193521518996,unknown
2050301-DCA,Business,10 WEST 66TH STREET CAR PARK LLC,10023,Manhattan,"Vehicle Spaces: 195, Bicycle Spaces: 20",-73.97932331414397,40.77265909494036,unknown
1400052-DCA,Business,SHERMAN PARKING SYSTEMS INC.,10451,Bronx,"Vehicle Spaces: 50, Bicycle Spaces: 0",-73.91514747450677,40.8246038902996,unknown
1076844-DCA,Business,"CARNEGIE CAR PARK, INC.",10128,Manhattan,"Vehicle Spaces: 110, Bicycle Spaces: 11",-73.9548467941341,40.78582409183425,unknown
1122008-DCA,Business,CHAMPION PARKING 75 LLC,10021,Manhattan,"Vehicle Spaces: 104, Bicycle Spaces: 10",-73.95494367437269,40.7707308233789,unknown
0920608-DCA,Business,CAROUSEL PARKING CORP,10023,Manhattan,"Vehicle Spaces: 278, Bicycle Spaces: 21",-73.9803535332688,40.78062999132912,unknown
2025565-DCA,Business,WHITNEY 90 PARKING LLC,10128,Manhattan,"Vehicle Spaces: 109, Bicycle Spaces: 10",-73.95179151310471,40.78123640307426,unknown
1312853-DCA,Business,420 EAST 53RD PARKING LLC,10022,Manhattan,"Vehicle Spaces: 270, Bicycle Spaces: 20",-73.96413645014091,40.75547328219477,unknown
1250226-DCA,Business,HEIGHTS 183 PARKING LLC,10033,Manhattan,"Vehicle Spaces: 140, Bicycle Spaces: 14",-73.93007305792149,40.8492174978712,unknown
2034908-DCA,Business,QUIK PARK 365 MANAGEMENT LLC,11231,Brooklyn,"Vehicle Spaces: 193, Bicycle Spaces: 19",-73.99096881578231,40.67801589078201,unknown
2084142-DCA,Business,CHAMPION PARKING 245 LLC,10021,Manhattan,"Vehicle Spaces: 70, Bicycle Spaces: 7",-73.95687870727632,40.77085233235716,unknown
2106841-DCA,Business,550 WEST 25TH CAR PARK LLC,10001,Manhattan,"Vehicle Spaces: 163, Bicycle Spaces: 16",-74.00488677653543,40.74966538782928,unknown
2047955-DCA,Business,300 E. 34 PARKING LLC,10016,Manhattan,"Vehicle Spaces: 148, Bicycle Spaces: 15",-73.9757880681296,40.744730633043375,unknown
1400292-DCA,Business,"CONNAUGHT CAR PARK, LLC",10022,Manhattan,"Vehicle Spaces: 73, Bicycle Spaces: 7",-73.96635177101938,40.75722509813542,unknown
0889934-DCA,Business,"MUTUAL PARKING SYSTEM, INC.",10065,Manhattan,"Vehicle Spaces: 91, Bicycle Spaces: 9",-73.96103496347446,40.763292051127415,unknown
2108051-DCA,Business,A & J PARKING LLC,10452,Bronx,"Vehicle Spaces: 71, Bicycle Spaces: 7",-73.92913021503848,40.83512833259711,unknown
2019936-DCA,Business,SP PLUS CORPORATION,10019,Manhattan,"Vehicle Spaces: 318, Bicycle Spaces: 21",-73.98510803217168,40.76873226571956,unknown
2104241-DCA,Business,CHAMPION 68 LLC,10023,Manhattan,"Vehicle Spaces: 83, Bicycle Spaces: 8",-74.01290870587448,40.70627017391471,unknown
2110557-DCA,Business,3718 HENRY HUDSON PARKING LLC,10463,Bronx,"Vehicle Spaces: 123, Bicycle Spaces: 12",-73.91019082217106,40.88835957130164,unknown
2109644-DCA,Business,222 EAST 69TH GARAGE LLC,10021,Manhattan,"Vehicle Spaces: 157, Bicycle Spaces: 16",-73.96084849759298,40.76731028994968,unknown
1196302-DCA,Business,54TH & 2ND PARKING LLC,10022,Manhattan,"Vehicle Spaces: 25, Bicycle Spaces:",-73.96588942814309,40.75785076399684,unknown
1356319-DCA,Business,F & R PARKING LOT CORP.,11216,Brooklyn,"Vehicle Spaces: 90, Bicycle Spaces: 9",-73.94694865059252,40.67788873425173,unknown
1437468-DCA,Business,"W K PARKING, CORP",10009,Manhattan,"Vehicle Spaces: 90, Bicycle Spaces: 9",-73.98104009178402,40.72813958548368,unknown
2090192-DCA,Business,EASTSIDE 27 COMMERCIAL LLC,10016,Manhattan,"Vehicle Spaces: 68, Bicycle Spaces: 7",-73.98114461567869,40.74127050417237,unknown
2099853-DCA,Business,THE ARCHES PARKING CORP,10451,Bronx,"Vehicle Spaces: 216, Bicycle Spaces: 20",-73.9289053192927,40.8088612425003,unknown
2106494-DCA,Business,SUPER POWER PARK CORP,10040,Manhattan,"Vehicle Spaces: 142, Bicycle Spaces: 16",-73.92617845317197,40.86381414107794,unknown
1199399-DCA,Business,215 E 95TH PARKING LLC,10128,Manhattan,"Vehicle Spaces: 212, Bicycle Spaces: 20",-73.94934461766124,40.78432318010389,unknown
1246955-DCA,Business,UNIVERSITY 10 PARKING LLC,10003,Manhattan,"Vehicle Spaces: 112, Bicycle Spaces: 11",-73.99250947497119,40.73142363036355,unknown
1417423-DCA,Business,STAR PARKING GARAGE INC.,10459,Bronx,"Vehicle Spaces: 74, Bicycle Spaces: 7",-73.90148229894645,40.81974036245081,unknown
0367195-DCA,Business,NEW YORK PARKING 51ST STREET CORP.,10022,Manhattan,"Vehicle Spaces: 54, Bicycle Spaces: 5",-73.96917140638074,40.75597977288785,unknown
1413293-DCA,Business,"60 SUTTON PLACE PARKING ASSOCIATES, LLC",10022,Manhattan,"Vehicle Spaces: 213, Bicycle Spaces: 20",-73.96223076369402,40.75528603041633,unknown
2030422-DCA,Business,"KNICKERBOCKER PLAZA CAR PARK, LLC",10128,Manhattan,"Vehicle Spaces: 104, Bicycle Spaces: 10",-73.94931447952392,40.78122161654635,unknown
2059576-DCA,Business,21ST AND 11TH PARKING LLC,10011,Manhattan,"Vehicle Spaces: 53, Bicycle Spaces: 5",-74.00662612245475,40.74705230049076,unknown
0789927-DCA,Business,SUPERIOR PARKING LLC,10075,Manhattan,"Vehicle Spaces: 125, Bicycle Spaces: 12",-73.94983480935903,40.77114865750011,unknown
2109568-DCA,Business,222 JOHNSON AVE PARKING LLC,11206,Brooklyn,"Vehicle Spaces: 88, Bicycle Spaces: 9",-73.94020247016829,40.70686470338085,unknown
2068483-DCA,Business,QUEENS LIC PARKING LLC,11101,Queens,"Vehicle Spaces: 330, Bicycle Spaces: 21",-73.93357761615337,40.753036103499575,unknown
0992903-DCA,Business,"SEVEN ELEVEN CAR PARK, LLC",10017,Manhattan,"Vehicle Spaces: 165, Bicycle Spaces: 16",-73.9732660072224,40.75237419947105,unknown
1461171-DCA,Business,CHAMPION PARKING 230 LLC,10019,Manhattan,"Vehicle Spaces: 109, Bicycle Spaces: 11",-73.98260718446303,40.764892022689295,unknown
0469813-DCA,Business,EAST 71ST STREET GARAGE CORP.,10021,Manhattan,"Vehicle Spaces: 54, Bicycle Spaces: 5",-73.96316472378017,40.7699432598359,unknown
1310681-DCA,Business,SBC PARKING LLC,10128,Manhattan,"Vehicle Spaces: 153, Bicycle Spaces: 15",-73.9569216683334,40.782575120960765,unknown
2037952-DCA,Business,YORK & 90TH PARKING LLC,10128,Manhattan,"Vehicle Spaces: 92, Bicycle Spaces: 9",-73.94519305488502,40.77858752823391,unknown
1323180-DCA,Business,73RD STREET PARKING CORP.,10021,Manhattan,"Vehicle Spaces: 65, Bicycle Spaces: 7",-73.9603883991646,40.77002742574141,unknown
1461242-DCA,Business,"IMPERIAL PARKING (U.S.), LLC",11432,Queens,"Vehicle Spaces: 253, Bicycle Spaces: 21",-73.79235460978246,40.70814218866804,unknown
0367318-DCA,Business,"ALMAR GARAGE, INC.",10021,Manhattan,"Vehicle Spaces: 51, Bicycle Spaces: 5",-73.96511456215681,40.76935374759555,unknown
0835271-DCA,Business,NEW YORK PARKING 54TH ST. CORP.,10022,Manhattan,"Vehicle Spaces: 26, Bicycle Spaces:",-73.9737465936872,40.76013370503173,unknown
2096502-DCA,Business,WEST 15 PARK LLC,11215,Brooklyn,"Vehicle Spaces: 25, Bicycle Spaces: 0",-73.99488121099446,40.66909561146527,unknown
2047157-DCA,Business,301 EAST 79 PARKING LLC,10075,Manhattan,"Vehicle Spaces: 225, Bicycle Spaces: 20",-73.95469288994452,40.7731927560976,unknown
1228853-DCA,Business,"GREENE HOUSE CAR PARK, LLC",11238,Brooklyn,"Vehicle Spaces: 19, Bicycle Spaces:",-73.97149319900068,40.68641446276117,unknown
2040594-DCA,Business,CHAMPION PARKING NORTH LLC,11101,Queens,"Vehicle Spaces: 60, Bicycle Spaces: 6",-73.93704916564529,40.74987335877293,unknown
2104075-DCA,Business,PARK LANE GARAGE MGMT LLC,11418,Queens,"Vehicle Spaces: 74, Bicycle Spaces: 7",-73.83560718664091,40.70723769171623,unknown
2115141-DCA,Business,MP WEST 90 PARKING LLC,10024,Manhattan,"Vehicle Spaces: 64, Bicycle Spaces: 6",-73.97038390702454,40.789095363543794,unknown
1099297-DCA,Business,205 THIRD PARKING LLC,10003,Manhattan,"Vehicle Spaces: 96, Bicycle Spaces: 10",-73.98528857861925,40.73587492531159,unknown
1085597-DCA,Business,86 ST. PARKING GARAGE CORP.,11372,Queens,"Vehicle Spaces: 75, Bicycle Spaces: 7",-73.88000618229981,40.74803848123267,unknown
1124818-DCA,Business,ROYAL 89 PARKING LLC,10128,Manhattan,"Vehicle Spaces: 70, Bicycle Spaces: 7",-73.95224332230585,40.780605302028384,unknown
2051520-DCA,Business,LONG ISLAND JEWISH MEDICAL CENTER,11040,Queens,"Vehicle Spaces: 921, Bicycle Spaces: 32",-73.70596118151632,40.75410998481217,unknown
1313397-DCA,Business,PARK KWIK LLC,11201,Brooklyn,"Vehicle Spaces: 150, Bicycle Spaces: 16",-73.98658673713948,40.70431309914765,unknown
2068554-DCA,Business,HERALD SQUARE PARKING LLC,10001,Manhattan,"Vehicle Spaces: 529, Bicycle Spaces: 23",-73.98990565225326,40.74690108756266,unknown
2102761-DCA,Business,CHAMPION PARKING 45 LLC,10017,Manhattan,"Vehicle Spaces: 90, Bicycle Spaces: 9",-73.97216158480887,40.75232727715523,unknown
0782517-DCA,Business,EXCELLENT PARKING LLC,10016,Manhattan,"Vehicle Spaces: 123, Bicycle Spaces: 12",-73.98138230344809,40.74300797010487,unknown
2104942-DCA,Business,MP WEST 43 PARKING LLC,10036,Manhattan,"Vehicle Spaces: 105, Bicycle Spaces: 11",-73.99094706174337,40.75859379465962,unknown
1308680-DCA,Business,305 EAST 80TH PARKING LLC,10075,Manhattan,"Vehicle Spaces: 233, Bicycle Spaces: 20",-73.95418696351773,40.77387325121576,unknown
2105876-DCA,Business,QUIK PARK 3RD AVE LLC,10065,Manhattan,"Vehicle Spaces: 120, Bicycle Spaces: 12",-73.96311980008728,40.76631469833123,unknown
2057793-DCA,Business,400 EAST 56 PARKING LLC,10022,Manhattan,"Vehicle Spaces: 571, Bicycle Spaces: 24",-73.96307776310553,40.75748759081678,unknown
1192245-DCA,Business,231 EAST 94TH STREET PARKING LLC,10128,Manhattan,"Vehicle Spaces: 390, Bicycle Spaces: 22",-73.9494607556907,40.78355196075779,unknown
2016679-DCA,Business,QUIK PARK EAST 79 GARAGE LLC,10075,Manhattan,"Vehicle Spaces: 49, Bicycle Spaces: 0",-73.95179460665452,40.77197566065357,unknown
2105934-DCA,Business,157E57 CORP,10022,Manhattan,"Vehicle Spaces: 83, Bicycle Spaces: 8",-73.96858444108206,40.76070606440759,unknown
0367503-DCA,Business,RAINBOW PARKING CORP.,10021,Manhattan,"Vehicle Spaces: 57, Bicycle Spaces: 5",-73.95851235821289,40.76796272075102,unknown
2054332-DCA,Business,"LIBERTY VIEW PARKING, LLC",10282,Manhattan,"Vehicle Spaces: 369, Bicycle Spaces: 21",-74.01664404904123,40.71553875732529,unknown
2099931-DCA,Business,CHAMPION 33 LLC,10016,Manhattan,"Vehicle Spaces: 150, Bicycle Spaces: 15",-73.9815977961676,40.7467518433905,unknown
1066286-DCA,Business,"SANFORD TOWER GARAGE, INC.",11355,Queens,"Vehicle Spaces: 113, Bicycle Spaces: 11",-73.83043018792931,40.75590575313434,unknown
2091594-DCA,Business,PARK 24 LLC,10010,Manhattan,"Vehicle Spaces: 54, Bicycle Spaces: 5",-73.98260299779788,40.73945919772029,unknown
2113448-DCA,Business,CHAMPION PARKING 52 LLC,10019,Manhattan,"Vehicle Spaces: 18, Bicycle Spaces: 0",-73.98754222694102,40.76372065718566,unknown
